,number_of_siblings,direct_admission,CCA,learning_style,gender,tuition,final_test,n_male,n_female,age,hours_per_week,attendance_rate,sleep_time,wake_time,mode_of_transport
11190,1,No,Arts,Auditory,Female,Yes,59.0,18.0,6.0,16.0,17.0,98.0,22:30,6:30,private transport
11191,1,No,Arts,Auditory,Female,Yes,53.0,12.0,18.0,16.0,16.0,99.0,23:00,7:00,walk
11192,1,Yes,Sports,Auditory,Female,No,48.0,14.0,10.0,15.0,0.0,61.0,23:30,5:30,public transport
11193,1,No,Arts,Visual,Male,Yes,58.0,26.0,2.0,16.0,11.0,100.0,21:30,5:30,public transport
11194,1,No,Clubs,Auditory,Male,Yes,57.0,13.0,14.0,15.0,12.0,96.0,22:30,6:30,private transport
11195,1,Yes,None,Auditory,Female,Yes,69.0,3.0,18.0,16.0,8.0,96.0,23:00,7:00,walk
11196,2,No,Sports,Auditory,Female,Yes,69.0,13.0,6.0,15.0,6.0,97.0,23:00,7:00,walk
11197,1,No,Sports,Auditory,Female,Yes,60.0,13.0,14.0,16.0,10.0,94.0,22:00,6:00,private transport
11198,1,Yes,None,Auditory,Female,Yes,76.0,6.0,11.0,15.0,5.0,92.0,21:00,5:00,public transport
11199,1,No,Clubs,Visual,Male,No,61.0,17.0,9.0,15.0,6.0,99.0,22:00,6:00,private transport
11200,0,No,Sports,Auditory,Male,No,69.0,17.0,4.0,15.0,13.0,95.0,23:00,7:00,walk
11201,1,No,Arts,Visual,Male,No,52.0,30.0,0.0,15.0,19.0,99.0,21:30,5:30,public transport
11202,2,Yes,Sports,Auditory,Female,No,40.0,8.0,14.0,16.0,4.0,93.0,21:00,5:00,public transport
11203,1,No,Arts,Auditory,Male,No,50.0,29.0,1.0,16.0,19.0,76.0,22:00,5:00,public transport
11204,0,No,Sports,Visual,Male,No,79.0,23.0,4.0,15.0,6.0,91.0,22:00,6:00,private transport
11205,2,Yes,Sports,Visual,Female,Yes,80.0,8.0,10.0,16.0,6.0,98.0,22:00,6:00,private transport
11206,2,No,Arts,Auditory,Female,Yes,55.0,6.0,12.0,15.0,8.0,92.0,22:30,6:30,private transport
11207,1,No,None,Auditory,Male,Yes,59.0,13.0,14.0,16.0,5.0,99.0,21:30,5:30,public transport
11208,0,Yes,Clubs,Auditory,Male,Yes,79.0,20.0,0.0,15.0,9.0,98.0,21:00,5:00,public transport
11209,2,No,Sports,Auditory,Female,No,76.0,7.0,14.0,15.0,13.0,96.0,22:00,6:00,private transport
11210,0,No,None,Auditory,Female,No,94.0,4.0,17.0,16.0,5.0,93.0,21:00,5:00,public transport
11211,2,No,Sports,Visual,Male,No,79.0,13.0,4.0,16.0,9.0,95.0,23:00,7:00,walk
11212,0,No,Clubs,Visual,Female,Yes,83.0,2.0,25.0,16.0,8.0,96.0,23:00,7:00,walk
11213,1,No,Sports,Auditory,Male,Yes,50.0,13.0,17.0,15.0,16.0,93.0,21:30,5:30,public transport
11214,2,No,None,Auditory,Female,Yes,73.0,16.0,3.0,16.0,8.0,91.0,22:30,6:30,private transport
11215,1,No,Arts,Visual,Female,No,49.0,7.0,23.0,16.0,11.0,99.0,22:30,6:30,private transport
11216,0,No,Arts,Auditory,Female,Yes,62.0,3.0,24.0,16.0,8.0,90.0,23:00,7:00,walk
11217,1,Yes,Arts,Auditory,Female,No,81.0,2.0,15.0,15.0,9.0,91.0,21:00,5:00,public transport
11218,0,No,Sports,Visual,Female,Yes,55.0,2.0,19.0,15.0,18.0,94.0,21:00,5:00,public transport
11219,1,No,Sports,Auditory,Female,No,47.0,29.0,1.0,15.0,13.0,78.0,22:30,5:30,public transport
11220,2,No,Clubs,Auditory,Female,Yes,39.0,20.0,2.0,15.0,9.0,91.0,22:30,6:30,private transport
11221,1,Yes,Clubs,Auditory,Male,No,49.0,10.0,15.0,15.0,4.0,99.0,22:00,6:00,private transport
11222,0,No,None,Visual,Male,No,79.0,11.0,16.0,15.0,9.0,96.0,22:30,6:30,private transport
11223,1,No,None,Auditory,Male,Yes,63.0,14.0,14.0,16.0,11.0,99.0,22:30,6:30,private transport
11224,2,Yes,Arts,Visual,Male,No,67.0,12.0,8.0,15.0,8.0,92.0,23:00,7:00,walk
11225,1,No,Clubs,Visual,Female,No,50.0,18.0,8.0,16.0,18.0,85.0,0:00,7:00,walk
11226,2,No,None,Visual,Male,No,68.0,17.0,6.0,16.0,11.0,93.0,23:00,7:00,walk
11227,0,No,Arts,Auditory,Female,Yes,67.0,2.0,19.0,15.0,8.0,96.0,21:00,5:00,public transport
11228,0,No,Sports,Visual,Female,Yes,83.0,18.0,9.0,16.0,6.0,98.0,23:00,7:00,walk
11229,1,No,Arts,Visual,Male,Yes,45.0,16.0,14.0,15.0,8.0,97.0,23:00,7:00,walk
11230,1,Yes,None,Auditory,Female,Yes,86.0,6.0,11.0,15.0,9.0,97.0,22:00,6:00,private transport
11231,1,No,Sports,Auditory,Female,No,49.0,0.0,29.0,16.0,5.0,95.0,22:30,6:30,private transport
11232,1,No,Arts,Auditory,Male,No,58.0,11.0,20.0,15.0,16.0,91.0,21:00,5:00,public transport
11233,2,Yes,Arts,Auditory,Male,No,44.0,12.0,11.0,15.0,14.0,67.0,22:30,5:30,public transport
11234,2,No,Sports,Auditory,Male,Yes,65.0,13.0,6.0,16.0,14.0,95.0,21:00,5:00,public transport
11235,0,No,Clubs,Auditory,Male,Yes,72.0,14.0,9.0,15.0,7.0,99.0,21:30,5:30,public transport
11236,1,No,Sports,Visual,Male,Yes,60.0,12.0,16.0,15.0,10.0,98.0,21:00,5:00,public transport
11237,2,No,Clubs,Auditory,Female,Yes,67.0,22.0,1.0,15.0,10.0,94.0,23:00,7:00,walk
11238,1,No,Arts,Auditory,Female,No,49.0,17.0,12.0,15.0,4.0,85.0,22:00,6:00,private transport
11239,0,No,Clubs,Visual,Female,Yes,79.0,11.0,13.0,16.0,9.0,98.0,21:00,5:00,public transport
11240,0,Yes,Sports,Auditory,Male,Yes,78.0,14.0,6.0,16.0,5.0,92.0,21:30,5:30,public transport
11241,1,No,None,Visual,Male,No,68.0,24.0,0.0,16.0,17.0,96.0,23:00,7:00,walk
11242,1,No,Sports,Visual,Male,No,45.0,23.0,7.0,15.0,14.0,84.0,21:00,5:00,public transport
11243,1,No,Sports,Auditory,Male,Yes,74.0,19.0,9.0,16.0,5.0,96.0,22:30,6:30,private transport
11244,0,Yes,Arts,Auditory,Female,Yes,77.0,9.0,10.0,16.0,10.0,92.0,21:30,5:30,public transport
11245,1,Yes,Clubs,Auditory,Male,No,47.0,13.0,17.0,16.0,11.0,53.0,2:30,6:30,private transport
11246,1,No,Clubs,Visual,Female,No,54.0,26.0,4.0,15.0,10.0,93.0,21:00,5:00,public transport
11247,0,No,None,Auditory,Male,Yes,74.0,20.0,7.0,15.0,7.0,97.0,21:00,5:00,public transport
11248,1,Yes,Arts,Visual,Female,No,58.0,24.0,3.0,15.0,19.0,95.0,22:00,6:00,private transport
11249,0,Yes,Clubs,Auditory,Female,No,84.0,6.0,15.0,16.0,9.0,92.0,21:00,5:00,public transport
11250,1,No,Clubs,Auditory,Male,Yes,59.0,14.0,10.0,15.0,9.0,96.0,22:00,6:00,private transport
11251,0,No,Clubs,Visual,Male,No,71.0,16.0,11.0,15.0,13.0,93.0,21:00,5:00,public transport
11252,0,No,Clubs,Auditory,Female,No,88.0,8.0,14.0,16.0,7.0,94.0,21:00,5:00,public transport
11253,1,Yes,Arts,Auditory,Female,No,46.0,14.0,10.0,15.0,11.0,91.0,21:00,5:00,public transport
11254,1,No,Clubs,Visual,Male,No,66.0,23.0,1.0,15.0,13.0,92.0,22:00,6:00,private transport
11255,1,No,Clubs,Visual,Female,Yes,59.0,20.0,4.0,16.0,13.0,100.0,22:00,6:00,private transport
11256,1,Yes,Clubs,Auditory,Male,No,46.0,27.0,3.0,15.0,1.0,98.0,21:30,5:30,public transport
11257,0,No,Sports,Auditory,Male,Yes,78.0,17.0,5.0,16.0,7.0,95.0,23:00,7:00,walk
11258,1,Yes,Arts,Auditory,Male,Yes,88.0,13.0,4.0,15.0,8.0,97.0,21:30,5:30,public transport
11259,1,No,None,Visual,Male,Yes,80.0,12.0,13.0,16.0,6.0,96.0,21:00,5:00,public transport
11260,2,Yes,None,Visual,Female,Yes,82.0,5.0,13.0,16.0,10.0,95.0,21:00,5:00,public transport
11261,2,Yes,Sports,Auditory,Female,No,57.0,14.0,2.0,16.0,5.0,93.0,22:00,6:00,private transport
11262,1,No,Clubs,Auditory,Female,No,60.0,1.0,26.0,15.0,18.0,97.0,22:30,6:30,private transport
11263,2,No,Sports,Visual,Female,Yes,76.0,0.0,19.0,15.0,12.0,92.0,22:00,6:00,private transport
11264,0,No,Clubs,Visual,Male,Yes,95.0,13.0,5.0,16.0,9.0,96.0,21:00,5:00,public transport
11265,0,No,None,Visual,Male,Yes,94.0,15.0,8.0,15.0,7.0,90.0,22:30,6:30,private transport
11266,1,No,Arts,Visual,Female,Yes,53.0,5.0,25.0,15.0,5.0,94.0,22:00,6:00,private transport
11267,1,Yes,None,Visual,Male,Yes,87.0,12.0,5.0,16.0,7.0,91.0,21:30,5:30,public transport
11268,1,No,Clubs,Auditory,Female,Yes,53.0,11.0,14.0,16.0,15.0,91.0,22:30,6:30,private transport
11269,0,Yes,None,Visual,Female,Yes,85.0,16.0,1.0,16.0,9.0,92.0,21:30,5:30,public transport
11270,1,No,Clubs,Visual,Female,Yes,61.0,13.0,15.0,15.0,7.0,100.0,21:00,5:00,public transport
11271,0,No,None,Auditory,Male,No,92.0,21.0,1.0,16.0,5.0,90.0,22:30,6:30,private transport
11272,1,No,Sports,Visual,Female,Yes,69.0,4.0,18.0,16.0,18.0,99.0,21:30,5:30,public transport
11273,0,No,Arts,Auditory,Female,Yes,76.0,8.0,15.0,15.0,8.0,95.0,21:30,5:30,public transport
11274,1,No,Sports,Auditory,Female,No,62.0,7.0,20.0,16.0,19.0,93.0,23:00,7:00,walk
11275,1,No,Sports,Visual,Male,Yes,48.0,21.0,4.0,15.0,5.0,93.0,21:00,5:00,public transport
11276,2,No,Arts,Visual,Male,No,72.0,12.0,5.0,15.0,12.0,91.0,21:30,5:30,public transport
11277,0,No,Arts,Visual,Female,No,64.0,16.0,4.0,16.0,11.0,93.0,21:30,5:30,public transport
11278,0,No,None,Visual,Female,No,82.0,11.0,13.0,16.0,6.0,94.0,21:30,5:30,public transport
11279,1,No,None,Auditory,Male,Yes,64.0,19.0,8.0,15.0,6.0,92.0,22:30,6:30,private transport
11280,1,Yes,None,Visual,Male,Yes,100.0,14.0,3.0,16.0,6.0,95.0,22:30,6:30,private transport
11281,1,Yes,None,Auditory,Female,Yes,82.0,4.0,13.0,15.0,10.0,91.0,22:30,6:30,private transport
11282,1,No,None,Auditory,Female,Yes,68.0,24.0,4.0,16.0,18.0,93.0,22:00,6:00,private transport
11283,2,Yes,Sports,Visual,Male,Yes,76.0,13.0,1.0,15.0,10.0,96.0,22:00,6:00,private transport
11284,0,No,Clubs,Auditory,Female,No,64.0,2.0,25.0,16.0,10.0,93.0,22:00,6:00,private transport
11285,2,No,Arts,Visual,Male,Yes,51.0,17.0,1.0,16.0,11.0,94.0,22:00,6:00,private transport
11286,0,No,None,Auditory,Male,Yes,95.0,14.0,7.0,15.0,5.0,97.0,21:00,5:00,public transport
11287,1,No,Sports,Auditory,Female,Yes,52.0,6.0,18.0,16.0,6.0,96.0,23:00,7:00,walk
11288,1,Yes,Sports,Auditory,Female,Yes,80.0,0.0,17.0,16.0,9.0,97.0,22:30,6:30,private transport
11289,1,No,Clubs,Auditory,Male,Yes,62.0,23.0,4.0,15.0,9.0,92.0,21:30,5:30,public transport
11290,2,No,Sports,Auditory,Female,Yes,67.0,20.0,3.0,15.0,10.0,90.0,22:00,6:00,private transport
11291,1,Yes,Sports,Visual,Female,Yes,47.0,16.0,14.0,16.0,12.0,91.0,21:00,5:00,public transport
11292,1,Yes,None,Visual,Male,Yes,88.0,15.0,6.0,16.0,8.0,98.0,21:00,5:00,public transport
11293,2,No,Sports,Auditory,Male,Yes,56.0,10.0,12.0,16.0,6.0,91.0,22:00,6:00,private transport
11294,2,No,Clubs,Auditory,Male,Yes,72.0,16.0,3.0,16.0,12.0,96.0,22:00,6:00,private transport
11295,0,No,Arts,Auditory,Female,No,58.0,1.0,26.0,15.0,9.0,94.0,23:00,7:00,walk
11296,2,No,Clubs,Visual,Female,Yes,58.0,9.0,13.0,16.0,19.0,90.0,22:00,6:00,private transport
11297,0,Yes,None,Auditory,Male,Yes,91.0,19.0,2.0,16.0,6.0,98.0,22:00,6:00,private transport
11298,1,Yes,Arts,Visual,Male,Yes,67.0,16.0,11.0,16.0,18.0,99.0,21:30,5:30,public transport
11299,0,No,None,Auditory,Female,Yes,72.0,4.0,17.0,16.0,17.0,94.0,23:00,7:00,walk
11300,0,No,Clubs,Visual,Female,Yes,88.0,20.0,3.0,15.0,8.0,90.0,21:00,5:00,public transport
11301,2,No,Sports,Auditory,Female,Yes,74.0,5.0,14.0,16.0,14.0,94.0,21:00,5:00,public transport
11302,1,No,Sports,Auditory,Female,Yes,63.0,17.0,5.0,16.0,13.0,97.0,23:00,7:00,walk
11303,0,Yes,Arts,Auditory,Female,Yes,72.0,3.0,13.0,15.0,12.0,92.0,23:00,7:00,walk
11304,0,No,None,Auditory,Female,No,64.0,22.0,5.0,15.0,12.0,93.0,21:30,5:30,public transport
11305,2,No,Arts,Visual,Male,Yes,52.0,14.0,8.0,16.0,18.0,96.0,21:00,5:00,public transport
11306,0,No,Sports,Auditory,Male,Yes,74.0,17.0,10.0,15.0,12.0,96.0,21:30,5:30,public transport
11307,1,No,Arts,Auditory,Male,No,56.0,10.0,21.0,15.0,9.0,98.0,21:30,5:30,public transport
11308,0,No,None,Visual,Male,Yes,70.0,14.0,8.0,15.0,6.0,100.0,23:00,7:00,walk
11309,0,No,None,Visual,Male,Yes,95.0,20.0,3.0,15.0,9.0,91.0,21:30,5:30,public transport
11310,2,No,Clubs,Auditory,Female,No,48.0,12.0,6.0,16.0,4.0,81.0,21:30,5:30,public transport
11311,2,No,None,Visual,Male,No,82.0,17.0,0.0,16.0,6.0,95.0,21:00,5:00,public transport
11312,1,No,Sports,Auditory,Male,No,45.0,23.0,2.0,15.0,2.0,98.0,23:00,7:00,walk
11313,2,No,Sports,Auditory,Male,Yes,55.0,18.0,0.0,16.0,6.0,91.0,22:30,6:30,private transport
11314,1,No,Sports,Visual,Female,Yes,63.0,22.0,5.0,16.0,10.0,96.0,22:00,6:00,private transport
11315,0,Yes,Arts,Visual,Male,Yes,89.0,15.0,1.0,15.0,5.0,97.0,23:00,7:00,walk
11316,2,No,Clubs,Visual,Male,Yes,63.0,21.0,1.0,16.0,8.0,96.0,23:00,7:00,walk
11317,1,No,None,Auditory,Female,Yes,64.0,5.0,23.0,16.0,7.0,97.0,21:00,5:00,public transport
11318,0,No,None,Auditory,Male,Yes,62.0,13.0,8.0,15.0,17.0,99.0,21:00,5:00,public transport
11319,0,No,Clubs,Visual,Male,No,85.0,16.0,7.0,15.0,6.0,97.0,21:30,5:30,public transport
11320,1,No,Clubs,Auditory,Female,Yes,61.0,20.0,4.0,15.0,12.0,93.0,21:30,5:30,public transport
11321,0,No,Sports,Auditory,Female,Yes,79.0,14.0,7.0,16.0,7.0,91.0,23:00,7:00,walk
11322,0,No,Sports,Auditory,Female,No,68.0,7.0,20.0,16.0,6.0,99.0,22:00,6:00,private transport
11323,1,Yes,None,Visual,Male,Yes,81.0,16.0,1.0,15.0,6.0,98.0,22:00,6:00,private transport
11324,2,No,Sports,Visual,Male,No,69.0,16.0,6.0,15.0,18.0,91.0,21:00,5:00,public transport
11325,1,No,None,Visual,Female,Yes,70.0,23.0,1.0,16.0,15.0,96.0,21:00,5:00,public transport
11326,1,No,Arts,Auditory,Female,Yes,64.0,11.0,16.0,16.0,9.0,94.0,22:30,6:30,private transport
11327,0,No,Clubs,Visual,Male,No,60.0,15.0,5.0,15.0,6.0,99.0,22:30,6:30,private transport
11328,0,No,None,Visual,Female,No,82.0,0.0,24.0,15.0,8.0,93.0,23:00,7:00,walk
11329,2,No,Arts,Auditory,Male,Yes,65.0,15.0,4.0,15.0,14.0,99.0,21:00,5:00,public transport
11330,0,Yes,None,Auditory,Male,Yes,85.0,20.0,1.0,16.0,5.0,98.0,22:30,6:30,private transport
11331,2,No,Clubs,Visual,Female,Yes,57.0,7.0,15.0,16.0,19.0,94.0,22:30,6:30,private transport
11332,1,No,Clubs,Auditory,Male,Yes,56.0,18.0,4.0,15.0,20.0,97.0,21:30,5:30,public transport
11333,1,No,Sports,Auditory,Female,No,53.0,24.0,7.0,16.0,11.0,95.0,23:00,7:00,walk
11334,1,No,Arts,Visual,Male,Yes,57.0,19.0,8.0,15.0,11.0,98.0,23:00,7:00,walk
11335,1,No,Clubs,Auditory,Male,No,54.0,13.0,16.0,15.0,6.0,98.0,21:00,5:00,public transport
11336,1,No,Sports,Auditory,Male,No,48.0,23.0,7.0,16.0,2.0,98.0,21:30,5:30,public transport
11337,2,No,Clubs,Auditory,Female,Yes,43.0,5.0,17.0,15.0,7.0,77.0,0:00,6:00,private transport
11338,0,No,Sports,Auditory,Female,Yes,58.0,15.0,7.0,15.0,15.0,99.0,23:00,7:00,walk
11339,1,No,Arts,Auditory,Female,No,47.0,27.0,3.0,15.0,14.0,69.0,2:00,7:00,walk
11340,2,Yes,Clubs,Visual,Female,No,74.0,13.0,2.0,15.0,7.0,91.0,22:30,6:30,private transport
11341,0,No,None,Visual,Male,Yes,96.0,12.0,11.0,16.0,8.0,95.0,23:00,7:00,walk
11342,2,No,Arts,Visual,Male,Yes,77.0,12.0,5.0,16.0,8.0,96.0,23:00,7:00,walk
11343,1,Yes,Sports,Visual,Male,No,79.0,15.0,6.0,15.0,5.0,92.0,23:00,7:00,walk
11344,0,No,Sports,Auditory,Female,Yes,79.0,12.0,9.0,16.0,7.0,97.0,21:00,5:00,public transport
11345,1,No,Sports,Auditory,Female,Yes,61.0,2.0,20.0,15.0,5.0,94.0,23:00,7:00,walk
11346,1,No,Arts,Auditory,Female,Yes,48.0,20.0,4.0,15.0,10.0,91.0,22:30,6:30,private transport
11347,1,No,Sports,Visual,Female,Yes,52.0,18.0,12.0,16.0,13.0,93.0,23:00,7:00,walk
11348,1,No,None,Visual,Female,No,52.0,30.0,0.0,16.0,6.0,91.0,23:30,6:30,private transport
11349,0,No,Clubs,Visual,Female,No,52.0,1.0,19.0,15.0,11.0,95.0,22:30,6:30,private transport
11350,2,No,Sports,Visual,Female,Yes,59.0,11.0,11.0,16.0,16.0,94.0,22:00,6:00,private transport
11351,2,No,Clubs,Visual,Male,Yes,61.0,19.0,1.0,15.0,13.0,93.0,21:30,5:30,public transport
11352,2,No,Clubs,Visual,Female,No,56.0,11.0,8.0,15.0,9.0,94.0,21:30,5:30,public transport
11353,0,No,Arts,Auditory,Female,No,55.0,11.0,11.0,15.0,19.0,95.0,23:00,7:00,walk
11354,1,No,Clubs,Auditory,Female,Yes,52.0,16.0,14.0,16.0,17.0,94.0,23:00,7:00,walk
11355,0,Yes,None,Visual,Female,No,82.0,9.0,6.0,15.0,5.0,92.0,22:00,6:00,private transport
11356,0,No,Clubs,Auditory,Female,Yes,78.0,7.0,16.0,15.0,10.0,90.0,22:00,6:00,private transport
11357,2,No,Sports,Visual,Male,Yes,62.0,12.0,10.0,16.0,20.0,90.0,21:30,5:30,public transport
11358,1,No,None,Auditory,Male,Yes,62.0,18.0,9.0,15.0,11.0,91.0,23:00,7:00,walk
11359,0,No,Clubs,Auditory,Male,Yes,60.0,14.0,7.0,16.0,6.0,93.0,23:00,7:00,walk
11360,1,No,Clubs,Auditory,Female,No,48.0,6.0,23.0,16.0,7.0,92.0,21:30,5:30,public transport
11361,0,No,None,Visual,Female,No,96.0,5.0,14.0,15.0,6.0,96.0,21:30,5:30,public transport
11362,0,No,Arts,Auditory,Female,Yes,64.0,22.0,5.0,16.0,16.0,92.0,21:00,5:00,public transport
11363,0,No,Sports,Auditory,Male,No,71.0,15.0,12.0,15.0,17.0,97.0,22:00,6:00,private transport
11364,1,Yes,Sports,Auditory,Female,Yes,86.0,3.0,14.0,16.0,7.0,97.0,21:00,5:00,public transport
11365,1,Yes,Arts,Visual,Male,Yes,79.0,14.0,7.0,16.0,8.0,93.0,23:00,7:00,walk
11366,1,No,Clubs,Auditory,Male,No,49.0,23.0,1.0,15.0,2.0,93.0,22:00,6:00,private transport
11367,1,No,Sports,Auditory,Female,Yes,58.0,17.0,11.0,15.0,19.0,92.0,23:00,7:00,walk
11368,1,Yes,Arts,Auditory,Male,No,81.0,10.0,7.0,16.0,8.0,91.0,21:30,5:30,public transport
11369,0,No,Sports,Auditory,Female,No,70.0,15.0,12.0,16.0,19.0,100.0,21:00,5:00,public transport
11370,1,No,Arts,Auditory,Male,Yes,51.0,16.0,8.0,16.0,13.0,99.0,22:30,6:30,private transport
11371,0,Yes,Sports,Auditory,Female,Yes,75.0,12.0,4.0,15.0,9.0,97.0,22:00,6:00,private transport
11372,0,No,Arts,Auditory,Female,No,77.0,13.0,9.0,15.0,10.0,98.0,21:30,5:30,public transport
11373,2,No,Sports,Auditory,Female,Yes,58.0,0.0,18.0,15.0,11.0,95.0,22:00,6:00,private transport
11374,1,Yes,Sports,Auditory,Male,Yes,45.0,15.0,10.0,15.0,5.0,93.0,22:30,6:30,private transport
11375,1,No,Sports,Auditory,Female,Yes,64.0,12.0,16.0,15.0,16.0,92.0,22:30,6:30,private transport
11376,2,No,Sports,Auditory,Female,Yes,73.0,14.0,5.0,16.0,8.0,94.0,21:00,5:00,public transport
11377,1,No,Sports,Auditory,Male,No,54.0,22.0,2.0,16.0,5.0,94.0,21:00,5:00,public transport
11378,0,Yes,None,Auditory,Male,Yes,75.0,15.0,4.0,16.0,9.0,99.0,22:30,6:30,private transport
11379,0,No,None,Auditory,Male,Yes,73.0,11.0,12.0,15.0,8.0,93.0,22:30,6:30,private transport
11380,1,No,Arts,Visual,Male,Yes,65.0,15.0,9.0,15.0,11.0,93.0,22:30,6:30,private transport
11381,1,Yes,Sports,Auditory,Female,Yes,80.0,10.0,7.0,16.0,8.0,96.0,21:30,5:30,public transport
11382,0,No,Clubs,Visual,Female,No,52.0,0.0,20.0,16.0,15.0,99.0,22:00,6:00,private transport
11383,1,No,None,Visual,Male,Yes,63.0,23.0,5.0,15.0,14.0,95.0,23:00,7:00,walk
11384,2,No,Sports,Auditory,Female,Yes,71.0,12.0,7.0,15.0,13.0,100.0,22:00,6:00,private transport
11385,1,No,Arts,Auditory,Male,No,48.0,24.0,1.0,15.0,2.0,88.0,23:00,7:00,walk
11386,2,No,Clubs,Auditory,Male,No,51.0,19.0,4.0,15.0,8.0,98.0,21:30,5:30,public transport
11387,0,No,Arts,Auditory,Female,Yes,59.0,13.0,8.0,16.0,16.0,97.0,22:00,6:00,private transport
11388,1,No,Clubs,Visual,Female,No,47.0,20.0,10.0,16.0,12.0,90.0,21:00,5:00,public transport
11389,1,No,None,Auditory,Female,Yes,62.0,21.0,10.0,15.0,6.0,97.0,22:00,6:00,private transport
11390,0,No,Arts,Auditory,Male,Yes,64.0,16.0,6.0,16.0,18.0,100.0,21:00,5:00,public transport
11391,2,No,Sports,Auditory,Male,No,43.0,19.0,5.0,15.0,10.0,91.0,21:30,5:30,public transport
11392,0,No,None,Auditory,Female,Yes,90.0,7.0,18.0,15.0,7.0,92.0,22:30,6:30,private transport
11393,1,No,Clubs,Auditory,Male,No,46.0,16.0,13.0,15.0,5.0,98.0,21:30,5:30,public transport
11394,1,Yes,Arts,Auditory,Male,Yes,85.0,16.0,6.0,15.0,8.0,97.0,21:30,5:30,public transport
11395,0,No,Clubs,Auditory,Male,No,59.0,20.0,1.0,15.0,14.0,99.0,22:00,6:00,private transport
11396,2,Yes,None,Visual,Male,Yes,76.0,10.0,8.0,16.0,7.0,97.0,22:00,6:00,private transport
11397,0,No,Sports,Visual,Male,Yes,77.0,20.0,8.0,16.0,8.0,98.0,22:00,6:00,private transport
11398,1,No,Arts,Auditory,Female,No,58.0,25.0,6.0,16.0,6.0,97.0,21:30,5:30,public transport
11399,0,Yes,None,Auditory,Male,Yes,75.0,13.0,3.0,16.0,6.0,99.0,21:30,5:30,public transport
11400,0,No,None,Auditory,Female,Yes,95.0,19.0,6.0,15.0,9.0,96.0,21:30,5:30,public transport
11401,0,No,Arts,Visual,Female,Yes,63.0,8.0,12.0,16.0,18.0,94.0,22:00,6:00,private transport
11402,0,No,None,Visual,Female,No,91.0,8.0,11.0,15.0,8.0,92.0,23:00,7:00,walk
11403,0,No,None,Auditory,Female,Yes,63.0,26.0,1.0,15.0,19.0,96.0,22:30,6:30,private transport
11404,2,No,Arts,Auditory,Male,No,57.0,10.0,10.0,16.0,11.0,94.0,23:00,7:00,walk
11405,0,No,Sports,Auditory,Female,Yes,71.0,10.0,11.0,16.0,8.0,97.0,22:30,6:30,private transport
11406,0,No,Sports,Auditory,Male,No,78.0,15.0,7.0,15.0,8.0,93.0,22:00,6:00,private transport
11407,0,Yes,Sports,Auditory,Female,Yes,78.0,13.0,8.0,16.0,6.0,93.0,21:00,5:00,public transport
11408,1,No,Arts,Auditory,Male,Yes,57.0,13.0,9.0,16.0,10.0,97.0,21:00,5:00,public transport
11409,1,Yes,Clubs,Auditory,Female,Yes,75.0,1.0,16.0,15.0,14.0,94.0,22:00,6:00,private transport
11410,1,No,Sports,Visual,Female,No,51.0,10.0,19.0,15.0,14.0,97.0,22:00,6:00,private transport
11411,0,Yes,None,Visual,Male,Yes,87.0,15.0,5.0,16.0,5.0,91.0,21:30,5:30,public transport
11412,0,No,None,Visual,Male,No,74.0,12.0,16.0,16.0,18.0,98.0,22:30,6:30,private transport
11413,2,Yes,None,Visual,Male,No,81.0,12.0,6.0,16.0,8.0,95.0,22:30,6:30,private transport
11414,2,No,None,Visual,Female,No,75.0,7.0,15.0,15.0,11.0,93.0,22:30,6:30,private transport
11415,1,Yes,Arts,Auditory,Male,Yes,66.0,14.0,7.0,16.0,14.0,90.0,23:00,7:00,walk
11416,2,No,Clubs,Auditory,Female,Yes,74.0,0.0,21.0,15.0,7.0,99.0,21:30,5:30,public transport
11417,0,No,Clubs,Visual,Male,Yes,87.0,20.0,3.0,16.0,8.0,96.0,23:00,7:00,walk
11418,2,No,Sports,Visual,Male,Yes,79.0,11.0,8.0,16.0,8.0,92.0,22:00,6:00,private transport
11419,2,No,None,Visual,Male,No,67.0,18.0,4.0,15.0,16.0,92.0,21:30,5:30,public transport
11420,1,No,Clubs,Auditory,Female,Yes,67.0,24.0,4.0,15.0,8.0,91.0,22:30,6:30,private transport
11421,1,No,Sports,Auditory,Female,Yes,68.0,15.0,7.0,15.0,5.0,97.0,21:00,5:00,public transport
11422,0,No,None,Auditory,Male,No,66.0,11.0,16.0,16.0,14.0,99.0,21:30,5:30,public transport
11423,1,No,Clubs,Visual,Female,No,47.0,1.0,29.0,16.0,10.0,92.0,22:30,6:30,private transport
11424,2,Yes,Arts,Visual,Female,No,74.0,14.0,1.0,16.0,12.0,91.0,23:00,7:00,walk
11425,1,No,Clubs,Visual,Female,No,49.0,4.0,26.0,16.0,2.0,80.0,23:00,7:00,walk
11426,2,No,Sports,Auditory,Male,Yes,72.0,11.0,8.0,15.0,15.0,95.0,22:00,6:00,private transport
11427,1,Yes,Clubs,Auditory,Female,Yes,75.0,2.0,15.0,15.0,14.0,99.0,22:30,6:30,private transport
11428,1,No,Clubs,Visual,Male,No,79.0,13.0,12.0,16.0,10.0,96.0,23:00,7:00,walk
11429,1,No,Sports,Auditory,Male,No,39.0,14.0,10.0,16.0,14.0,50.0,3:00,7:00,walk
